2025-11-28 12:08:18,events\intruder_20251128_120818.jpg
2025-11-28 12:15:00,events\intruder_20251128_121500.jpg
2025-11-28 12:15:15,events\intruder_20251128_121515.jpg
2025-11-28 12:15:30,events\intruder_20251128_121530.jpg
2025-11-28 12:15:45,events\intruder_20251128_121545.jpg
2025-11-28 12:16:00,events\intruder_20251128_121600.jpg
